seed,fold,method,protocol_sha256,relative_path,bearing_id,condition,label,prediction,probability_0,probability_1,probability_2
7,0,NO_AUG,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,K001/K001/N15_M01_F10_K001_18.mat,K001,N15_M01_F10,0,0,0.4423174560070038,0.3168795108795166,0.24080303311347961
7,0,NO_AUG,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,K001/K001/N15_M01_F10_K001_19.mat,K001,N15_M01_F10,0,0,0.44572529196739197,0.3169603645801544,0.23731431365013123
7,0,NO_AUG,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,K001/K001/N15_M01_F10_K001_2.mat,K001,N15_M01_F10,0,0,0.45098185539245605,0.3147888481616974,0.23422931134700775
7,0,NO_AUG,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,K001/K001/N15_M01_F10_K001_20.mat,K001,N15_M01_F10,0,0,0.4411105215549469,0.3161037564277649,0.24278567731380463
7,0,NO_AUG,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,K001/K001/N15_M01_F10_K001_3.mat,K001,N15_M01_F10,0,0,0.44522690773010254,0.3176024258136749,0.2371707260608673
7,0,NO_AUG,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,K001/K001/N15_M01_F10_K001_4.mat,K001,N15_M01_F10,0,0,0.4409015476703644,0.31784626841545105,0.24125216901302338
7,0,NO_AUG,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,K001/K001/N15_M01_F10_K001_5.mat,K001,N15_M01_F10,0,0,0.4442436099052429,0.31679415702819824,0.23896221816539764
7,0,NO_AUG,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,K001/K001/N15_M01_F10_K001_6.mat,K001,N15_M01_F10,0,0,0.44410479068756104,0.31722530722618103,0.2386699616909027
7,0,NO_AUG,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,K001/K001/N15_M01_F10_K001_7.mat,K001,N15_M01_F10,0,0,0.4378224313259125,0.3184218406677246,0.24375569820404053
7,0,NO_AUG,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,K001/K001/N15_M01_F10_K001_8.mat,K001,N15_M01_F10,0,0,0.43668556213378906,0.3190677762031555,0.24424663186073303
7,0,NO_AUG,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,K001/K001/N15_M01_F10_K001_9.mat,K001,N15_M01_F10,0,0,0.44096022844314575,0.31682851910591125,0.24221129715442657
7,0,NO_AUG,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,K001/K001/N15_M07_F04_K001_1.mat,K001,N15_M07_F04,0,0,0.44467693567276,0.32005029916763306,0.23527276515960693
7,0,NO_AUG,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,K001/K001/N15_M07_F04_K001_10.mat,K001,N15_M07_F04,0,0,0.45133379101753235,0.318311870098114,0.23035424947738647
7,0,NO_AUG,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,K001/K001/N15_M07_F04_K001_11.mat,K001,N15_M07_F04,0,0,0.45715564489364624,0.3164955973625183,0.22634875774383545
7,0,NO_AUG,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,K001/K001/N15_M07_F04_K001_12.mat,K001,N15_M07_F04,0,0,0.47083133459091187,0.30934467911720276,0.21982401609420776
7,0,NO_AUG,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,K001/K001/N15_M07_F04_K001_13.mat,K001,N15_M07_F04,0,0,0.45626139640808105,0.31586748361587524,0.2278711348772049
7,0,NO_AUG,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,K001/K001/N15_M07_F04_K001_14.mat,K001,N15_M07_F04,0,0,0.4548923075199127,0.3152317702770233,0.22987595200538635
7,0,NO_AUG,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,K001/K001/N15_M07_F04_K001_15.mat,K001,N15_M07_F04,0,0,0.4561353027820587,0.3162336051464081,0.22763106226921082
7,0,NO_AUG,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,K001/K001/N15_M07_F04_K001_16.mat,K001,N15_M07_F04,0,0,0.4552517235279083,0.3158033788204193,0.22894492745399475
7,0,NO_AUG,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,K001/K001/N15_M07_F04_K001_17.mat,K001,N15_M07_F04,0,0,0.449184387922287,0.31758567690849304,0.23322992026805878
7,0,NO_AUG,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,K001/K001/N15_M07_F04_K001_18.mat,K001,N15_M07_F04,0,0,0.4665011763572693,0.31232455372810364,0.22117425501346588
7,0,NO_AUG,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,K001/K001/N15_M07_F04_K001_19.mat,K001,N15_M07_F04,0,0,0.4521077871322632,0.3171739876270294,0.23071818053722382
7,0,NO_AUG,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,K001/K001/N15_M07_F04_K001_2.mat,K001,N15_M07_F04,0,0,0.4562923312187195,0.3142958879470825,0.22941169142723083
7,0,NO_AUG,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,K001/K001/N15_M07_F04_K001_20.mat,K001,N15_M07_F04,0,0,0.44344642758369446,0.3192180097103119,0.23733559250831604
7,0,NO_AUG,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,K001/K001/N15_M07_F04_K001_3.mat,K001,N15_M07_F04,0,0,0.45167404413223267,0.31848084926605225,0.2298450917005539
7,0,NO_AUG,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,K001/K001/N15_M07_F04_K001_4.mat,K001,N15_M07_F04,0,0,0.4645363390445709,0.3133971691131592,0.22206652164459229
7,0,NO_AUG,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,K001/K001/N15_M07_F04_K001_5.mat,K001,N15_M07_F04,0,0,0.44803014397621155,0.31951314210891724,0.23245668411254883
7,0,NO_AUG,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,K001/K001/N15_M07_F04_K001_6.mat,K001,N15_M07_F04,0,0,0.4448886513710022,0.31948283314704895,0.23562848567962646
7,0,NO_AUG,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,K001/K001/N15_M07_F04_K001_7.mat,K001,N15_M07_F04,0,0,0.4526618719100952,0.31796103715896606,0.22937707602977753
7,0,NO_AUG,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,K001/K001/N15_M07_F04_K001_8.mat,K001,N15_M07_F04,0,0,0.44983500242233276,0.3186648190021515,0.23150014877319336
7,0,NO_AUG,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,K001/K001/N15_M07_F04_K001_9.mat,K001,N15_M07_F04,0,0,0.44536662101745605,0.31999853253364563,0.2346348911523819
7,0,NO_AUG,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,K001/K001/N15_M07_F10_K001_1.mat,K001,N15_M07_F10,0,0,0.4586843252182007,0.31228089332580566,0.22903481125831604
7,0,NO_AUG,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,K001/K001/N15_M07_F10_K001_10.mat,K001,N15_M07_F10,0,0,0.442121684551239,0.3193005621433258,0.238577738404274
7,0,NO_AUG,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,K001/K001/N15_M07_F10_K001_11.mat,K001,N15_M07_F10,0,0,0.44780462980270386,0.3170732259750366,0.23512211441993713
7,0,NO_AUG,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,K001/K001/N15_M07_F10_K001_12.mat,K001,N15_M07_F10,0,0,0.4348195791244507,0.3196229934692383,0.24555741250514984
7,0,NO_AUG,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,K001/K001/N15_M07_F10_K001_13.mat,K001,N15_M07_F10,0,0,0.42688024044036865,0.3241942226886749,0.24892555177211761
7,0,NO_AUG,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,K001/K001/N15_M07_F10_K001_14.mat,K001,N15_M07_F10,0,0,0.4486232101917267,0.315639466047287,0.23573735356330872
7,0,NO_AUG,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,K001/K001/N15_M07_F10_K001_15.mat,K001,N15_M07_F10,0,0,0.46461713314056396,0.3117876648902893,0.22359523177146912
7,0,NO_AUG,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,K001/K001/N15_M07_F10_K001_16.mat,K001,N15_M07_F10,0,0,0.44083088636398315,0.31869417428970337,0.2404749095439911
7,0,NO_AUG,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,K001/K001/N15_M07_F10_K001_17.mat,K001,N15_M07_F10,0,0,0.4327174723148346,0.3215090334415436,0.24577347934246063
7,0,NO_AUG,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,K001/K001/N15_M07_F10_K001_18.mat,K001,N15_M07_F10,0,0,0.4365014433860779,0.3196466863155365,0.2438519150018692
7,0,NO_AUG,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,K001/K001/N15_M07_F10_K001_19.mat,K001,N15_M07_F10,0,0,0.438229501247406,0.31971311569213867,0.24205736815929413
7,0,NO_AUG,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,K001/K001/N15_M07_F10_K001_2.mat,K001,N15_M07_F10,0,0,0.44997695088386536,0.3143742084503174,0.23564882576465607
7,0,NO_AUG,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,K001/K001/N15_M07_F10_K001_20.mat,K001,N15_M07_F10,0,0,0.43107861280441284,0.3221948742866516,0.24672649800777435
7,0,NO_AUG,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,K001/K001/N15_M07_F10_K001_3.mat,K001,N15_M07_F10,0,0,0.44155311584472656,0.31946438550949097,0.23898246884346008
7,0,NO_AUG,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,K001/K001/N15_M07_F10_K001_4.mat,K001,N15_M07_F10,0,0,0.44328999519348145,0.3188018500804901,0.23790815472602844
7,0,NO_AUG,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,K001/K001/N15_M07_F10_K001_5.mat,K001,N15_M07_F10,0,0,0.4396432936191559,0.318844735622406,0.24151194095611572
7,0,NO_AUG,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,K001/K001/N15_M07_F10_K001_6.mat,K001,N15_M07_F10,0,0,0.4404439926147461,0.31919145584106445,0.24036452174186707
7,0,NO_AUG,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,K001/K001/N15_M07_F10_K001_7.mat,K001,N15_M07_F10,0,0,0.44143813848495483,0.31939613819122314,0.23916567862033844
7,0,NO_AUG,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,K001/K001/N15_M07_F10_K001_8.mat,K001,N15_M07_F10,0,0,0.4570496082305908,0.31243932247161865,0.2305111140012741
7,0,NO_AUG,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,K001/K001/N15_M07_F10_K001_9.mat,K001,N15_M07_F10,0,0,0.45214220881462097,0.3161393105983734,0.23171848058700562
7,0,NO_AUG,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,KA04/KA04/N09_M07_F10_KA04_1.mat,KA04,N09_M07_F10,1,2,0.15794876217842102,0.3946705162525177,0.4473807215690613
7,0,NO_AUG,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,KA04/KA04/N09_M07_F10_KA04_10.mat,KA04,N09_M07_F10,1,2,0.143769308924675,0.39514678716659546,0.46108388900756836
7,0,NO_AUG,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,KA04/KA04/N09_M07_F10_KA04_11.mat,KA04,N09_M07_F10,1,2,0.1471051126718521,0.3941027820110321,0.45879217982292175
7,0,NO_AUG,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,KA04/KA04/N09_M07_F10_KA04_12.mat,KA04,N09_M07_F10,1,2,0.14273975789546967,0.3939831256866455,0.463277131319046
7,0,NO_AUG,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,KA04/KA04/N09_M07_F10_KA04_13.mat,KA04,N09_M07_F10,1,2,0.14181295037269592,0.3997460603713989,0.45844095945358276
7,0,NO_AUG,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,KA04/KA04/N09_M07_F10_KA04_14.mat,KA04,N09_M07_F10,1,2,0.14191147685050964,0.3981790244579315,0.45990949869155884
7,0,NO_AUG,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,KA04/KA04/N09_M07_F10_KA04_15.mat,KA04,N09_M07_F10,1,2,0.15006513893604279,0.39797571301460266,0.45195916295051575
7,0,NO_AUG,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,KA04/KA04/N09_M07_F10_KA04_16.mat,KA04,N09_M07_F10,1,2,0.15890638530254364,0.39765048027038574,0.4434431195259094
7,0,NO_AUG,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,KA04/KA04/N09_M07_F10_KA04_17.mat,KA04,N09_M07_F10,1,2,0.14557167887687683,0.39828887581825256,0.4561394155025482
7,0,NO_AUG,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,KA04/KA04/N09_M07_F10_KA04_18.mat,KA04,N09_M07_F10,1,2,0.14557167887687683,0.39828887581825256,0.4561394155025482
7,0,NO_AUG,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,KA04/KA04/N09_M07_F10_KA04_19.mat,KA04,N09_M07_F10,1,2,0.15614700317382812,0.3983183205127716,0.4455346465110779
7,0,NO_AUG,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,KA04/KA04/N09_M07_F10_KA04_2.mat,KA04,N09_M07_F10,1,2,0.15013614296913147,0.39508330821990967,0.4547805190086365
7,0,NO_AUG,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,KA04/KA04/N09_M07_F10_KA04_20.mat,KA04,N09_M07_F10,1,2,0.15241138637065887,0.3977881968021393,0.4498004615306854
7,0,NO_AUG,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,KA04/KA04/N09_M07_F10_KA04_3.mat,KA04,N09_M07_F10,1,2,0.1485595405101776,0.3961743116378784,0.45526617765426636
7,0,NO_AUG,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,KA04/KA04/N09_M07_F10_KA04_4.mat,KA04,N09_M07_F10,1,2,0.1456572711467743,0.39510422945022583,0.45923852920532227
7,0,NO_AUG,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,KA04/KA04/N09_M07_F10_KA04_5.mat,KA04,N09_M07_F10,1,2,0.15242943167686462,0.39416974782943726,0.45340076088905334
7,0,NO_AUG,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,KA04/KA04/N09_M07_F10_KA04_6.mat,KA04,N09_M07_F10,1,2,0.1481466144323349,0.39561203122138977,0.4562413990497589
7,0,NO_AUG,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,KA04/KA04/N09_M07_F10_KA04_7.mat,KA04,N09_M07_F10,1,2,0.14879156649112701,0.3948540985584259,0.4563543498516083
7,0,NO_AUG,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,KA04/KA04/N09_M07_F10_KA04_8.mat,KA04,N09_M07_F10,1,2,0.1553686559200287,0.39366137981414795,0.45096996426582336
7,0,NO_AUG,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,KA04/KA04/N09_M07_F10_KA04_9.mat,KA04,N09_M07_F10,1,2,0.15064813196659088,0.39432308077812195,0.455028772354126
7,0,NO_AUG,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,KA04/KA04/N15_M01_F10_KA04_1.mat,KA04,N15_M01_F10,1,1,0.08620935678482056,0.4667748510837555,0.44701579213142395
7,0,NO_AUG,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,KA04/KA04/N15_M01_F10_KA04_10.mat,KA04,N15_M01_F10,1,1,0.08213640749454498,0.4645695686340332,0.4532940685749054
7,0,NO_AUG,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,KA04/KA04/N15_M01_F10_KA04_11.mat,KA04,N15_M01_F10,1,1,0.08094943314790726,0.47078797221183777,0.44826260209083557
7,0,NO_AUG,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,KA04/KA04/N15_M01_F10_KA04_12.mat,KA04,N15_M01_F10,1,1,0.08055771887302399,0.467966228723526,0.45147597789764404
7,0,NO_AUG,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,KA04/KA04/N15_M01_F10_KA04_13.mat,KA04,N15_M01_F10,1,1,0.08145070821046829,0.46885091066360474,0.44969838857650757
7,0,NO_AUG,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,KA04/KA04/N15_M01_F10_KA04_14.mat,KA04,N15_M01_F10,1,1,0.0817270278930664,0.4686315953731537,0.4496414363384247
7,0,NO_AUG,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,KA04/KA04/N15_M01_F10_KA04_15.mat,KA04,N15_M01_F10,1,1,0.07999025285243988,0.46749013662338257,0.45251959562301636
7,0,NO_AUG,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,KA04/KA04/N15_M01_F10_KA04_16.mat,KA04,N15_M01_F10,1,1,0.0812404528260231,0.46373629570007324,0.4550233483314514
7,0,NO_AUG,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,KA04/KA04/N15_M01_F10_KA04_17.mat,KA04,N15_M01_F10,1,1,0.08233114331960678,0.463595449924469,0.4540734589099884
7,0,NO_AUG,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,KA04/KA04/N15_M01_F10_KA04_18.mat,KA04,N15_M01_F10,1,1,0.07855397462844849,0.466095894575119,0.45535019040107727
7,0,NO_AUG,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,KA04/KA04/N15_M01_F10_KA04_19.mat,KA04,N15_M01_F10,1,1,0.07947896420955658,0.4669550955295563,0.45356592535972595
7,0,NO_AUG,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,KA04/KA04/N15_M01_F10_KA04_2.mat,KA04,N15_M01_F10,1,1,0.07947944849729538,0.46520668268203735,0.4553138315677643
