seed,fold,method,protocol_sha256,bearing_id,label,prediction,probability_0,probability_1,probability_2
7,2,NO_AUG,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,K003,0,0,0.41271286755800246,0.2975770980119705,0.28971002995967865
7,2,NO_AUG,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,KA16,1,1,0.189217559248209,0.49796065166592596,0.3128217875957489
7,2,NO_AUG,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,KI16,2,1,0.18236231412738563,0.44755457043647767,0.3700831186026335
7,2,UNIFORM_DIFFUSION,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,K003,0,0,0.4128263104707003,0.2982536967843771,0.28891999945044516
7,2,UNIFORM_DIFFUSION,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,KA16,1,1,0.19037758335471153,0.49666213132441045,0.3129602879285812
7,2,UNIFORM_DIFFUSION,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,KI16,2,1,0.18257854264229537,0.44650176204741,0.37091969065368174
7,2,QDIFFCL_D_ONLY_EXTERNAL_COMPONENT,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,K003,0,0,0.4133360628038645,0.29801919013261796,0.2886447418481112
7,2,QDIFFCL_D_ONLY_EXTERNAL_COMPONENT,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,KA16,1,1,0.189670405164361,0.4969716228544712,0.31335796900093554
7,2,QDIFFCL_D_ONLY_EXTERNAL_COMPONENT,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,KI16,2,1,0.18202101960778236,0.44679087288677694,0.37118810750544073
7,3,NO_AUG,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,K004,0,0,0.400990255177021,0.2660197911784053,0.3329899601638317
7,3,NO_AUG,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,KA22,1,1,0.19035833980888128,0.4060609258711338,0.403580728545785
7,3,NO_AUG,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,KI18,2,1,0.1579162674024701,0.4550239507108927,0.3870597783476114
7,3,UNIFORM_DIFFUSION,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,K004,0,0,0.4001129619777203,0.26651233695447446,0.3333746924996376
7,3,UNIFORM_DIFFUSION,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,KA22,1,1,0.1886005202308297,0.4073498293757439,0.40404964685440065
7,3,UNIFORM_DIFFUSION,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,KI18,2,1,0.15524461530148984,0.45678983479738233,0.3879655506461859
7,3,QDIFFCL_D_ONLY_EXTERNAL_COMPONENT,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,K004,0,0,0.40224496498703954,0.26515202429145573,0.332603008672595
7,3,QDIFFCL_D_ONLY_EXTERNAL_COMPONENT,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,KA22,1,1,0.1896853784099221,0.40713103003799916,0.4031835936009884
7,3,QDIFFCL_D_ONLY_EXTERNAL_COMPONENT,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,KI18,2,1,0.15561380442231892,0.45709614604711535,0.3872900564223528
7,4,NO_AUG,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,K005,0,0,0.4748644225299358,0.2700580172240734,0.2550775619223714
7,4,NO_AUG,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,KA30,1,0,0.41431455239653586,0.30513855889439584,0.2805468916893005
7,4,NO_AUG,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,KI21,2,2,0.24175796564668417,0.37121963761746885,0.38702240251004694
7,4,UNIFORM_DIFFUSION,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,K005,0,0,0.3787195734679699,0.30816799476742746,0.31311243735253813
7,4,UNIFORM_DIFFUSION,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,KA30,1,2,0.3278077900409698,0.33493440188467505,0.33725781105458735
7,4,UNIFORM_DIFFUSION,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,KI21,2,2,0.24454483557492496,0.36267439350485803,0.3927807711064816
7,4,QDIFFCL_D_ONLY_EXTERNAL_COMPONENT,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,K005,0,0,0.3783824726939201,0.3083981204777956,0.3132194001227617
7,4,QDIFFCL_D_ONLY_EXTERNAL_COMPONENT,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,KA30,1,2,0.3280091151595116,0.3349289882928133,0.33706190139055253
7,4,QDIFFCL_D_ONLY_EXTERNAL_COMPONENT,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,KI21,2,2,0.24494093824177982,0.36249858886003494,0.392560463398695
42,0,NO_AUG,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,K001,0,0,0.44570020139217376,0.34940773285925386,0.20489206705242397
42,0,NO_AUG,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,KA04,1,1,0.1587717829272151,0.43988194055855273,0.4013462759554386
42,0,NO_AUG,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,KI04,2,1,0.3671433344483376,0.37675013579428196,0.25610652659088373
42,0,UNIFORM_DIFFUSION,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,K001,0,0,0.450687637552619,0.3476117327809334,0.20170063134282828
42,0,UNIFORM_DIFFUSION,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,KA04,1,1,0.158624772913754,0.44080283455550673,0.40057239271700384
42,0,UNIFORM_DIFFUSION,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,KI04,2,1,0.3711944166570902,0.37563016898930074,0.2531754160299897
42,0,QDIFFCL_D_ONLY_EXTERNAL_COMPONENT,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,K001,0,0,0.4491397224366665,0.34670432209968566,0.20415595266968012
42,0,QDIFFCL_D_ONLY_EXTERNAL_COMPONENT,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,KA04,1,1,0.155492171831429,0.44049968011677265,0.4040081541985273
42,0,QDIFFCL_D_ONLY_EXTERNAL_COMPONENT,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,KI04,2,1,0.3687340021133423,0.3752592246979475,0.25600677337497474
42,1,NO_AUG,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,K002,0,2,0.3238318651914597,0.3367753054946661,0.3393928240984678
42,1,NO_AUG,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,KA15,1,2,0.1953147228807211,0.3956559617072344,0.40902931466698644
42,1,NO_AUG,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,KI14,2,2,0.20520241931080818,0.39089756794273856,0.4039000116288662
42,1,UNIFORM_DIFFUSION,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,K002,0,2,0.3249668780714273,0.33588448278605937,0.3391486443579197
42,1,UNIFORM_DIFFUSION,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,KA15,1,2,0.19425451438874006,0.3953387260437012,0.4104067612439394
42,1,UNIFORM_DIFFUSION,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,KI14,2,2,0.2041732156649232,0.390594881772995,0.4052319049835205
42,1,QDIFFCL_D_ONLY_EXTERNAL_COMPONENT,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,K002,0,2,0.32408291697502134,0.33649490810930727,0.3394221715629101
42,1,QDIFFCL_D_ONLY_EXTERNAL_COMPONENT,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,KA15,1,2,0.19409703314304352,0.3958260629326105,0.4100769028067589
42,1,QDIFFCL_D_ONLY_EXTERNAL_COMPONENT,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,KI14,2,2,0.2039686869829893,0.39109886437654495,0.40493243746459484
42,2,NO_AUG,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,K003,0,0,0.3638760969042778,0.35288146920502184,0.2832424335181713
42,2,NO_AUG,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,KA16,1,1,0.2636888775974512,0.4372528437525034,0.2990582790225744
42,2,NO_AUG,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,KI16,2,1,0.2559525858610868,0.39503549933433535,0.3490119129419327
42,2,UNIFORM_DIFFUSION,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,K003,0,0,0.36586215160787106,0.3520102553069592,0.28212759383022784
42,2,UNIFORM_DIFFUSION,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,KA16,1,1,0.2654122292995453,0.4354967653751373,0.29909100793302057
42,2,UNIFORM_DIFFUSION,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,KI16,2,1,0.25687645096331835,0.39387604035437107,0.349247507750988
42,2,QDIFFCL_D_ONLY_EXTERNAL_COMPONENT,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,K003,0,0,0.36267483718693255,0.3521873947232962,0.28513777181506156
42,2,QDIFFCL_D_ONLY_EXTERNAL_COMPONENT,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,KA16,1,1,0.26514226496219634,0.4350983865559101,0.299759354069829
42,2,QDIFFCL_D_ONLY_EXTERNAL_COMPONENT,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,KI16,2,1,0.25561434514820575,0.39502217471599577,0.3493634819984436
42,3,NO_AUG,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,K004,0,0,0.36883488595485686,0.2732140623033047,0.3579510495066643
42,3,NO_AUG,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,KA22,1,2,0.22390363570302724,0.37504074163734913,0.40105562321841715
42,3,NO_AUG,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,KI18,2,1,0.20282661952078343,0.4221396155655384,0.37503376305103303
42,3,UNIFORM_DIFFUSION,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,K004,0,0,0.37189664095640185,0.27070812657475474,0.3573952358216047
42,3,UNIFORM_DIFFUSION,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,KA22,1,2,0.2226737320423126,0.37568696290254594,0.401639311760664
42,3,UNIFORM_DIFFUSION,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,KI18,2,1,0.20111095272004603,0.423536342009902,0.3753527034074068
42,3,QDIFFCL_D_ONLY_EXTERNAL_COMPONENT,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,K004,0,0,0.3721722703427076,0.27071415446698666,0.35711357071995736
42,3,QDIFFCL_D_ONLY_EXTERNAL_COMPONENT,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,KA22,1,2,0.22317227069288492,0.3768237099051476,0.4000040277838707
42,3,QDIFFCL_D_ONLY_EXTERNAL_COMPONENT,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,KI18,2,1,0.20145441312342882,0.4237960685044527,0.37474951408803464
42,4,NO_AUG,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,K005,0,0,0.4886615201830864,0.26608847435563804,0.24525000508874656
42,4,NO_AUG,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,KA30,1,0,0.42848134487867356,0.30307830274105074,0.26844034921377896
42,4,NO_AUG,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,KI21,2,2,0.2572744326665998,0.36767657808959486,0.3750489931553602
42,4,UNIFORM_DIFFUSION,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,K005,0,0,0.7216207198798656,0.12826253306120633,0.15011674519628287
42,4,UNIFORM_DIFFUSION,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,KA30,1,0,0.6353276647627354,0.17322289925068618,0.19144943691790103
42,4,UNIFORM_DIFFUSION,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,KI21,2,2,0.16190563291311263,0.408866011723876,0.4292283598333597
42,4,QDIFFCL_D_ONLY_EXTERNAL_COMPONENT,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,K005,0,0,0.5051324017345905,0.2553247593343258,0.2395428389310837
42,4,QDIFFCL_D_ONLY_EXTERNAL_COMPONENT,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,KA30,1,0,0.44836774207651614,0.29049964249134064,0.26113262195140124
42,4,QDIFFCL_D_ONLY_EXTERNAL_COMPONENT,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,KI21,2,2,0.26021713223308324,0.36615130230784415,0.3736315667629242
2026,0,NO_AUG,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,K001,0,0,0.3776747897267342,0.3493717048317194,0.27295350152999165
2026,0,NO_AUG,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,KA04,1,1,0.24473833236843348,0.3846273962408304,0.3706342693418264
2026,0,NO_AUG,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,KI04,2,1,0.33745745234191415,0.3602186035364866,0.30232394076883795
2026,0,UNIFORM_DIFFUSION,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,K001,0,0,0.35429466105997565,0.3526788454502821,0.2930265013128519
2026,0,UNIFORM_DIFFUSION,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,KA04,1,1,0.278403053060174,0.3677133243530989,0.3538836155086756
2026,0,UNIFORM_DIFFUSION,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,KI04,2,1,0.33265835121273996,0.35592532008886335,0.31141632683575154
2026,0,QDIFFCL_D_ONLY_EXTERNAL_COMPONENT,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,K001,0,1,0.3518093332648277,0.3539854325354099,0.2942052360624075
2026,0,QDIFFCL_D_ONLY_EXTERNAL_COMPONENT,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,KA04,1,1,0.27675947099924086,0.36837627217173574,0.3548642583191395
2026,0,QDIFFCL_D_ONLY_EXTERNAL_COMPONENT,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,KI04,2,1,0.32970966547727587,0.35755611695349215,0.3127342242747545
2026,1,NO_AUG,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,K002,0,0,0.3551464587450027,0.3278841610997915,0.3169693827629089
2026,1,NO_AUG,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,KA15,1,1,0.2979592204093933,0.3574413012713194,0.3445994794368744
2026,1,NO_AUG,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,KI14,2,1,0.29913531206548216,0.35655246302485466,0.3443122249096632
2026,1,UNIFORM_DIFFUSION,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,K002,0,0,0.3536472126841545,0.3289453133940697,0.31740747913718226
2026,1,UNIFORM_DIFFUSION,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,KA15,1,1,0.2959415916353464,0.3586291797459126,0.3454292334616184
2026,1,UNIFORM_DIFFUSION,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,KI14,2,1,0.297142892703414,0.3577149998396635,0.34514211267232897
2026,1,QDIFFCL_D_ONLY_EXTERNAL_COMPONENT,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,K002,0,0,0.3512108247727156,0.330316923558712,0.3184722561389208
2026,1,QDIFFCL_D_ONLY_EXTERNAL_COMPONENT,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,KA15,1,1,0.2934394385665655,0.3601438172161579,0.3464167430996895
2026,1,QDIFFCL_D_ONLY_EXTERNAL_COMPONENT,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,KI14,2,1,0.2946292877197266,0.3592274207621813,0.34614329412579536
2026,2,NO_AUG,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,K003,0,0,0.48840450718998907,0.2669480983167887,0.24464739561080934
2026,2,NO_AUG,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,KA16,1,1,0.17291787210851908,0.4781656004488468,0.3489165246486664
2026,2,NO_AUG,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,KI16,2,1,0.19093675073236227,0.4293696593493223,0.379693590849638
2026,2,UNIFORM_DIFFUSION,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,K003,0,0,0.48784558437764647,0.26696000844240186,0.24519440662115813
2026,2,UNIFORM_DIFFUSION,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,KA16,1,1,0.17142912531271576,0.47925289124250414,0.3493179835379124
2026,2,UNIFORM_DIFFUSION,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,KI16,2,1,0.19036385733634234,0.430069100856781,0.3795670449733734
2026,2,QDIFFCL_D_ONLY_EXTERNAL_COMPONENT,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,K003,0,0,0.51439728140831,0.2573830973356962,0.22821962293237447
2026,2,QDIFFCL_D_ONLY_EXTERNAL_COMPONENT,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,KA16,1,1,0.15357343489304184,0.5121688116341829,0.33425775803625585
2026,2,QDIFFCL_D_ONLY_EXTERNAL_COMPONENT,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,KI16,2,1,0.17527752090245485,0.44923093244433404,0.37549154795706274
2026,3,NO_AUG,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,K004,0,0,0.352529663220048,0.3295176766812801,0.3179526563733816
2026,3,NO_AUG,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,KA22,1,1,0.3064314782619476,0.3619833055883646,0.33158521391451357
2026,3,NO_AUG,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,KI18,2,1,0.292546109482646,0.3724277190864086,0.33502617217600345
2026,3,UNIFORM_DIFFUSION,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,K004,0,0,0.35372843630611894,0.3289344158023596,0.317337154597044
2026,3,UNIFORM_DIFFUSION,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,KA22,1,1,0.30672104507684705,0.36173514313995836,0.3315438125282526
2026,3,UNIFORM_DIFFUSION,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,KI18,2,1,0.29285070560872556,0.37223213985562326,0.33491716012358663
2026,3,QDIFFCL_D_ONLY_EXTERNAL_COMPONENT,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,K004,0,0,0.35355530604720115,0.3292472004890442,0.317197485268116
2026,3,QDIFFCL_D_ONLY_EXTERNAL_COMPONENT,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,KA22,1,1,0.3068363718688488,0.3616389524191618,0.3315246753394604
2026,3,QDIFFCL_D_ONLY_EXTERNAL_COMPONENT,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,KI18,2,1,0.29299164973199365,0.37203233055770396,0.3349760137498379
2026,4,NO_AUG,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,K005,0,0,0.4844690177589655,0.2643790502101183,0.251151929423213
2026,4,NO_AUG,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,KA30,1,0,0.4670771386474371,0.27465291153639554,0.25826994962990285
2026,4,NO_AUG,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,KI21,2,1,0.2652233812958002,0.3692084886133671,0.3655681360512972
2026,4,UNIFORM_DIFFUSION,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,K005,0,0,0.4065080486238003,0.3060326512902975,0.2874592997133732
2026,4,UNIFORM_DIFFUSION,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,KA30,1,0,0.397864405810833,0.3116552669554949,0.2904803227633238
2026,4,UNIFORM_DIFFUSION,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,KI21,2,2,0.30698052383959296,0.3441607907414436,0.34885868467390535
2026,4,QDIFFCL_D_ONLY_EXTERNAL_COMPONENT,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,K005,0,0,0.485258973762393,0.2651467077434063,0.2495943119749427
2026,4,QDIFFCL_D_ONLY_EXTERNAL_COMPONENT,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,KA30,1,0,0.46487307250499726,0.27542361691594125,0.2597033090889454
2026,4,QDIFFCL_D_ONLY_EXTERNAL_COMPONENT,624ffd5f0b26ece4b232d9df20272eba2c1985d2ac7305ec2fccd54bdcc435ed,KI21,2,1,0.2780537258833647,0.36123166158795356,0.360714615508914
